wavenumber	intensity
600	0.015945641025641
602	0.0141118205128205
604	0.00658341025641026
606	0.00188241025641026
608	0.00352033333333333
610	0.00850874358974359
612	0.0116886153846154
614	0.010647641025641
616	0.00631138461538462
618	0.00522194871794872
620	0.00854597435897436
622	0.00870174358974359
624	0.00536566666666667
626	0.00618051282051282
628	0.00999241025641026
630	0.00960930769230769
632	0.00678464102564103
634	0.00682561538461538
636	0.00968553846153846
638	0.0134084615384615
640	0.0149851538461538
642	0.0142246153846154
644	0.0154046153846154
646	0.0205760769230769
648	0.0257549487179487
650	0.0266931794871795
652	0.0265845641025641
654	0.0298866153846154
656	0.0344910769230769
658	0.0381375897435897
660	0.0449934358974359
662	0.058097282051282
664	0.0758176153846154
666	0.0992815128205128
668	0.12868617948718
670	0.158254025641026
672	0.182679205128205
674	0.198713564102564
676	0.199962205128205
678	0.179520205128205
680	0.146977128205128
682	0.121849333333333
684	0.103273897435897
686	0.0780908205128205
688	0.0508551282051282
690	0.0385508205128205
692	0.0405213333333333
694	0.0446311282051282
696	0.0458648974358974
698	0.0467581794871795
700	0.0551188974358974
702	0.0746680512820513
704	0.10346858974359
706	0.140310743589744
708	0.173099051282051
710	0.175285333333333
712	0.144386230769231
714	0.105870205128205
716	0.0744747692307692
718	0.0467515897435897
720	0.0272117692307692
722	0.0186194102564103
724	0.0149393846153846
726	0.0142192307692308
728	0.0150194358974359
730	0.0146553333333333
732	0.0166305897435897
734	0.024013358974359
736	0.0345316666666667
738	0.0493218974358974
740	0.0745200256410256
742	0.112902333333333
744	0.162949794871795
746	0.212794205128205
748	0.242738948717949
750	0.239707256410256
752	0.205415923076923
754	0.152074871794872
756	0.106446692307692
758	0.0863578717948718
760	0.0839351282051282
762	0.0948432307692308
764	0.131800871794872
766	0.192826512820513
768	0.243518897435897
770	0.253754487179487
772	0.217782128205128
774	0.156176538461538
776	0.0974911538461539
778	0.0569121538461538
780	0.0333280512820513
782	0.0207912051282051
784	0.014040641025641
786	0.00976125641025641
788	0.00907838461538461
790	0.012806
792	0.0193396666666667
794	0.0294487435897436
796	0.0482656666666667
798	0.0743621025641026
800	0.0941215128205128
802	0.0947977692307692
804	0.0772157692307692
806	0.0545237948717949
808	0.0387240512820513
810	0.035538641025641
812	0.0414871794871795
814	0.0565087435897436
816	0.0901986153846154
818	0.152604128205128
820	0.240602871794872
822	0.337019025641026
824	0.404155820512821
826	0.407198615384615
828	0.345763615384615
830	0.255588333333333
832	0.172501051282051
834	0.116817948717949
836	0.0889388205128205
838	0.0771748717948718
840	0.0738485897435897
842	0.0833780769230769
844	0.114937897435897
846	0.178145333333333
848	0.268175128205128
850	0.35535782051282
852	0.391309538461538
854	0.353898384615385
856	0.266285487179487
858	0.179186641025641
860	0.125772717948718
862	0.110585307692308
864	0.126627307692308
866	0.165588743589744
868	0.213777923076923
870	0.251466051282051
872	0.265550615384615
874	0.254619282051282
876	0.222821923076923
878	0.178274666666667
880	0.13546982051282
882	0.103135615384615
884	0.0776806153846154
886	0.0545091025641026
888	0.0376510256410256
890	0.0299737692307692
892	0.027784
894	0.0265908205128205
896	0.0240905128205128
898	0.0238209230769231
900	0.0294270256410256
902	0.0389870256410256
904	0.0482639487179487
906	0.0570425128205128
908	0.067946
910	0.0869697692307692
912	0.124751282051282
914	0.190982435897436
916	0.281263923076923
918	0.379029
920	0.464321333333333
922	0.513353
924	0.502632487179487
926	0.427254102564103
928	0.320757743589744
930	0.227969102564103
932	0.165383307692308
934	0.12151441025641
936	0.0870426666666667
938	0.0674996923076923
940	0.0616861282051282
942	0.0596082820512821
944	0.0548411025641026
946	0.0491201025641026
948	0.0442911282051282
950	0.0413190256410256
952	0.0423273846153846
954	0.0478014615384615
956	0.0614946666666667
958	0.0872203846153846
960	0.120162051282051
962	0.151434
964	0.174861128205128
966	0.183224205128205
968	0.173638051282051
970	0.152708307692308
972	0.129141846153846
974	0.109639666666667
976	0.101115307692308
978	0.107102743589744
980	0.128372871794872
982	0.167307538461538
984	0.226118333333333
986	0.303096743589744
988	0.389750205128205
990	0.466663846153846
992	0.500099358974359
994	0.466355538461538
996	0.379117461538462
998	0.278748871794872
1000	0.196392897435897
1002	0.140039923076923
1004	0.108209102564103
1006	0.0958310512820513
1008	0.0967188461538462
1010	0.107086538461538
1012	0.12766841025641
1014	0.160495794871795
1016	0.198426384615385
1018	0.228003974358974
1020	0.240489769230769
1022	0.238568923076923
1024	0.232678820512821
1026	0.238085256410256
1028	0.258633769230769
1030	0.28088741025641
1032	0.287769564102564
1034	0.273576256410256
1036	0.240526820512821
1038	0.198706564102564
1040	0.160685358974359
1042	0.131632717948718
1044	0.108179461538462
1046	0.0904195128205128
1048	0.0800818717948718
1050	0.0710688974358974
1052	0.0591332820512821
1054	0.0494184615384615
1056	0.0448694102564103
1058	0.0426176666666667
1060	0.0434234102564103
1062	0.0455015384615385
1064	0.0414404871794872
1066	0.0313024615384615
1068	0.0245366666666667
1070	0.0235237948717949
1072	0.0245595897435897
1074	0.0272659230769231
1076	0.0337951538461538
1078	0.0438831282051282
1080	0.0571557435897436
1082	0.0763135384615385
1084	0.101245487179487
1086	0.125344102564103
1088	0.141267205128205
1090	0.144240820512821
1092	0.13268858974359
1094	0.109921615384615
1096	0.0842296153846154
1098	0.0642434102564103
1100	0.0526831025641026
1102	0.0479738205128205
1104	0.0484525897435897
1106	0.054176
1108	0.064464
1110	0.0751121282051282
1112	0.0839781794871795
1114	0.094694358974359
1116	0.113575923076923
1118	0.139379615384615
1120	0.166445153846154
1122	0.194055974358974
1124	0.227944230769231
1126	0.27005841025641
1128	0.312276
1130	0.350434205128205
1132	0.385135871794872
1134	0.409121487179487
1136	0.405305641025641
1138	0.365134025641026
1140	0.297278153846154
1142	0.220859666666667
1144	0.156787564102564
1146	0.118418641025641
1148	0.105704128205128
1150	0.108024102564103
1152	0.110328974358974
1154	0.102661461538462
1156	0.0870172307692308
1158	0.0760606153846154
1160	0.0749971794871795
1162	0.0801323076923077
1164	0.0899236666666667
1166	0.109051128205128
1168	0.133015692307692
1170	0.147152974358974
1172	0.143778666666667
1174	0.130382743589744
1176	0.122559384615385
1178	0.128574256410256
1180	0.151684820512821
1182	0.192313871794872
1184	0.240110435897436
1186	0.275342102564103
1188	0.285130025641026
1190	0.276505769230769
1192	0.255150205128205
1194	0.218418512820513
1196	0.170558769230769
1198	0.125830461538462
1200	0.0919612564102564
1202	0.065018282051282
1204	0.044267
1206	0.0311817692307692
1208	0.0246114102564103
1210	0.0207078461538462
1212	0.0166011794871795
1214	0.0124988974358974
1216	0.00874107692307692
1218	0.00551687179487179
1220	0.00429928205128205
1222	0.00665235897435897
1224	0.0106019487179487
1226	0.0113170769230769
1228	0.00795220512820513
1230	0.0040184358974359
1232	0.00323633333333333
1234	0.00542925641025641
1236	0.00827333333333333
1238	0.00968151282051282
1240	0.0113357692307692
1242	0.0160887435897436
1244	0.0246104102564103
1246	0.0361984358974359
1248	0.0509479230769231
1250	0.069407
1252	0.0936452051282051
1254	0.122171923076923
1256	0.146356128205128
1258	0.155230871794872
1260	0.146043102564103
1262	0.126019871794872
1264	0.109895358974359
1266	0.10746441025641
1268	0.116363538461538
1270	0.125520948717949
1272	0.125601487179487
1274	0.113799871794872
1276	0.0951710769230769
1278	0.077266717948718
1280	0.0659311538461538
1282	0.0651235641025641
1284	0.0762475128205128
1286	0.0938411025641026
1288	0.108752641025641
1290	0.116115025641026
1292	0.116103256410256
1294	0.111349179487179
1296	0.107132
1298	0.110439692307692
1300	0.123873923076923
1302	0.145096974358974
1304	0.181500282051282
1306	0.234285615384615
1308	0.280007487179487
1310	0.29544858974359
1312	0.287301230769231
1314	0.280852897435897
1316	0.295118871794872
1318	0.348377
1320	0.453610897435897
1322	0.606904538461538
1324	0.774716897435897
1326	0.902645358974359
1328	0.941042102564103
1330	0.862908717948718
1332	0.690248743589744
1334	0.510006153846154
1336	0.396216153846154
1338	0.35388082051282
1340	0.347597179487179
1342	0.369787717948718
1344	0.428733076923077
1346	0.530369487179487
1348	0.655428179487179
1350	0.767085615384615
1352	0.837212384615385
1354	0.863388538461538
1356	0.847085512820513
1358	0.786547538461538
1360	0.684794256410256
1362	0.564959307692308
1364	0.452239205128205
1366	0.354143564102564
1368	0.273386435897436
1370	0.217749512820513
1372	0.190027487179487
1374	0.181521230769231
1376	0.181474128205128
1378	0.180282871794872
1380	0.177961692307692
1382	0.186193230769231
1384	0.216035358974359
1386	0.269888871794872
1388	0.341997948717949
1390	0.421683666666667
1392	0.496916384615385
1394	0.543141384615385
1396	0.539345871794872
1398	0.489999564102564
1400	0.416343307692308
1402	0.343245512820513
1404	0.295623102564103
1406	0.277061948717949
1408	0.275857487179487
1410	0.287926128205128
1412	0.311548025641026
1414	0.337561205128205
1416	0.361174487179487
1418	0.375701435897436
1420	0.367324820512821
1422	0.334090948717949
1424	0.287405717948718
1426	0.242746717948718
1428	0.211936846153846
1430	0.199313487179487
1432	0.204569794871795
1434	0.228581153846154
1436	0.27580241025641
1438	0.353890974358974
1440	0.465250487179487
1442	0.600427153846154
1444	0.736378948717949
1446	0.835541538461538
1448	0.86907858974359
1450	0.837022666666667
1452	0.763395743589744
1454	0.66702141025641
1456	0.564189948717949
1458	0.476348025641026
1460	0.419586923076923
1462	0.386918256410256
1464	0.357458820512821
1466	0.331201256410256
1468	0.314475615384615
1470	0.299965717948718
1472	0.273973384615385
1474	0.242486
1476	0.213790358974359
1478	0.183841820512821
1480	0.151859435897436
1482	0.125268769230769
1484	0.110309025641026
1486	0.103139769230769
1488	0.0988997948717949
1490	0.0966078461538462
1492	0.0994136923076923
1494	0.10380741025641
1496	0.105546692307692
1498	0.110347102564103
1500	0.124019358974359
1502	0.142067384615385
1504	0.161421128205128
1506	0.193156384615385
1508	0.236565025641026
1510	0.275204615384615
1512	0.293541461538462
1514	0.290142512820513
1516	0.269956
1518	0.239004102564103
1520	0.20238941025641
1522	0.164741974358974
1524	0.131907307692308
1526	0.108229179487179
1528	0.0923366153846154
1530	0.0808883846153846
1532	0.0720350769230769
1534	0.0656278717948718
1536	0.0615791794871795
1538	0.0589806666666667
1540	0.0577225641025641
1542	0.0571279743589744
1544	0.0558840512820513
1546	0.0548928717948718
1548	0.0563815641025641
1550	0.0596102307692308
1552	0.0622012820512821
1554	0.0652181794871795
1556	0.0691577435897436
1558	0.0724170769230769
1560	0.0739991794871795
1562	0.0763048205128205
1564	0.0813089743589744
1566	0.0878759743589744
1568	0.0945481794871795
1570	0.102946666666667
1572	0.115117743589744
1574	0.127733923076923
1576	0.137148846153846
1578	0.143374923076923
1580	0.14812482051282
1582	0.151303076923077
1584	0.150870641025641
1586	0.144802179487179
1588	0.136822205128205
1590	0.130470282051282
1592	0.124404923076923
1594	0.117538128205128
1596	0.115641820512821
1598	0.119802512820513
1600	0.125567205128205
1602	0.134804076923077
1604	0.147927974358974
1606	0.160126102564103
1608	0.169559487179487
1610	0.183876743589744
1612	0.206027743589744
1614	0.229974615384615
1616	0.249227179487179
1618	0.259707923076923
1620	0.261662948717949
1622	0.260166487179487
1624	0.259172461538462
1626	0.256279512820513
1628	0.247703974358974
1630	0.238902564102564
1632	0.234460205128205
1634	0.231929307692308
1636	0.226315282051282
1638	0.217279307692308
1640	0.205108897435897
1642	0.189109538461538
1644	0.168552923076923
1646	0.142688076923077
1648	0.114624641025641
1650	0.0925468461538461
1652	0.081462358974359
1654	0.0781167948717949
1656	0.075546
1658	0.0724148205128205
1660	0.0699109743589744
1662	0.0682370769230769
1664	0.0662345641025641
1666	0.0617885641025641
1668	0.0538305128205128
1670	0.0442736666666667
1672	0.0358897179487179
1674	0.0298247179487179
1676	0.0267552307692308
1678	0.0261358974358974
1680	0.0243420256410256
1682	0.0210992051282051
1684	0.0190433846153846
1686	0.0178876666666667
1688	0.017226641025641
1690	0.0178193846153846
1692	0.0189420256410256
1694	0.018091
1696	0.0161712307692308
1698	0.0145775641025641
1700	0.0121258461538462
1702	0.0107788461538462
1704	0.0116703333333333
1706	0.0124332564102564
1708	0.0119353333333333
1710	0.0107600256410256
1712	0.00963330769230769
1714	0.0100902820512821
1716	0.0117448205128205
1718	0.011658641025641
1720	0.00975341025641026
1722	0.00990325641025641
1724	0.0106227435897436
1726	0.0104298205128205
1728	0.0113258974358974
1730	0.012551641025641
1732	0.0118051538461538
1734	0.00944323076923077
1736	0.00821461538461538
1738	0.00861051282051282
1740	0.0104748717948718
1742	0.0130421282051282
1744	0.0140606666666667
1746	0.0119455897435897
1748	0.00832938461538462
1750	0.00693048717948718
1752	0.00725617948717949
1754	0.00750176923076923
1756	0.00849820512820513
1758	0.0120357948717949
1760	0.0145348717948718
1762	0.0129904358974359
1764	0.00945561538461539
1766	0.00874689743589744
1768	0.0108505641025641
1770	0.0116557692307692
1772	0.00906805128205128
1774	0.00736771794871795
1776	0.00841574358974359
1778	0.00933441025641026
1780	0.00802646153846154
1782	0.00820315384615385
1784	0.0105925384615385
1786	0.0111191282051282
1788	0.0089308717948718
1790	0.00842864102564103
1792	0.0110915897435897
1794	0.0127110256410256
1796	0.0111864358974359
1798	0.00812912820512821
1800	0.00676182051282051
