wavenumber	intensity
600	0.00240739024390244
602	0.00367068292682927
604	0.00461190243902439
606	0.00483419512195122
608	0.00472812195121951
610	0.00495214634146341
612	0.00524924390243902
614	0.00530424390243902
616	0.00548587804878049
618	0.00582760975609756
620	0.00586765853658537
622	0.00573414634146341
624	0.00609134146341463
626	0.00673119512195122
628	0.00678721951219512
630	0.0066359756097561
632	0.00783809756097561
634	0.0111982195121951
636	0.0151775609756098
638	0.0230846341463415
640	0.0503105121951219
642	0.110700268292683
644	0.194222951219512
646	0.253645756097561
648	0.247121268292683
650	0.175000731707317
652	0.0881405853658537
654	0.0320427804878049
656	0.0128596341463415
658	0.009288
660	0.00692934146341463
662	0.00543136585365854
664	0.0050669756097561
666	0.00530819512195122
668	0.00546817073170732
670	0.00549178048780488
672	0.00540231707317073
674	0.00524834146341463
676	0.00528224390243902
678	0.00553778048780488
680	0.00594731707317073
682	0.00652219512195122
684	0.00681736585365854
686	0.00678070731707317
688	0.00740890243902439
690	0.00934014634146342
692	0.01283
694	0.0186047073170732
696	0.0243825853658537
698	0.0257013414634146
700	0.0215411951219512
702	0.0159250975609756
704	0.0119271707317073
706	0.00907526829268293
708	0.00659343902439024
710	0.00492436585365854
712	0.00426541463414634
714	0.00396795121951219
716	0.00414775609756098
718	0.00479907317073171
720	0.00516678048780488
722	0.00550456097560976
724	0.00630507317073171
726	0.00683960975609756
728	0.00674529268292683
730	0.0069369512195122
732	0.00786792682926829
734	0.00913648780487805
736	0.0106480731707317
738	0.0126452195121951
740	0.0152195609756098
742	0.0184701463414634
744	0.0232547073170732
746	0.0321107804878049
748	0.0473249512195122
750	0.0709136829268293
752	0.121604463414634
754	0.23346943902439
756	0.429819609756098
758	0.648841365853658
760	0.764844146341463
762	0.697738268292683
764	0.49744412195122
766	0.28489743902439
768	0.140512048780488
770	0.0727424390243902
772	0.0455159024390244
774	0.0324588780487805
776	0.0236669268292683
778	0.0183585365853659
780	0.014809
782	0.0125029024390244
784	0.011604487804878
786	0.0115446341463415
788	0.011904487804878
790	0.0128845365853659
792	0.0154680975609756
794	0.0216418048780488
796	0.034182243902439
798	0.0514301463414634
800	0.0646197073170732
802	0.0637134146341463
804	0.0482172926829268
806	0.0290360243902439
808	0.0159711219512195
810	0.0104059024390244
812	0.0078570487804878
814	0.00643109756097561
816	0.00609475609756098
818	0.0063310243902439
820	0.00623075609756098
822	0.00588282926829268
824	0.00583514634146341
826	0.00572912195121951
828	0.00513414634146341
830	0.0046739756097561
832	0.0048960243902439
834	0.00542087804878049
836	0.00606973170731707
838	0.00745507317073171
840	0.00983656097560976
842	0.0129062682926829
844	0.0180627317073171
846	0.0292671951219512
848	0.0492074634146341
850	0.0757479268292683
852	0.101008829268293
854	0.111895731707317
856	0.0979576585365854
858	0.0675061951219512
860	0.0392766341463415
862	0.0233218048780488
864	0.0157903414634146
866	0.0129068048780488
868	0.0126497804878049
870	0.0131669268292683
872	0.0134299268292683
874	0.013681243902439
876	0.0148598292682927
878	0.0175410243902439
880	0.0217071463414634
882	0.0272176097560976
884	0.0345104390243902
886	0.0448628780487805
888	0.0571839756097561
890	0.0678713414634146
892	0.0743940975609756
894	0.0755318292682927
896	0.0698586585365854
898	0.0588618292682927
900	0.0468871707317073
902	0.0366278536585366
904	0.0285465121951219
906	0.0227628292682927
908	0.0182677804878049
910	0.0145358292682927
912	0.012164512195122
914	0.0108627804878049
916	0.00932560975609756
918	0.00749085365853659
920	0.00622158536585366
922	0.00570946341463415
924	0.00554509756097561
926	0.00530275609756098
928	0.00491290243902439
930	0.00457056097560976
932	0.00477231707317073
934	0.00542614634146341
936	0.00599621951219512
938	0.00669046341463415
940	0.00792468292682927
942	0.00908253658536585
944	0.00911348780487805
946	0.00812765853658537
948	0.0068490243902439
950	0.00582665853658537
952	0.00556231707317073
954	0.00633217073170732
956	0.00723875609756098
958	0.00744839024390244
960	0.00743090243902439
962	0.00781221951219512
964	0.0083230243902439
966	0.00895253658536585
968	0.010176
970	0.0117697073170732
972	0.013177
974	0.014522487804878
976	0.0168252195121951
978	0.0215999024390244
980	0.0303058780487805
982	0.0443981463414634
984	0.064455487804878
986	0.0866184634146341
988	0.118897682926829
990	0.196866463414634
992	0.37963043902439
994	0.662134146341463
996	0.923028536585366
998	0.994800756097561
1000	0.822750414634146
1002	0.516199341463415
1004	0.243760536585366
1006	0.0976805365853659
1008	0.0490750975609756
1010	0.0354147073170732
1012	0.0252331951219512
1014	0.0189245609756098
1016	0.0153370243902439
1018	0.0143983658536585
1020	0.0162218048780488
1022	0.0183513902439024
1024	0.0182851219512195
1026	0.0156731219512195
1028	0.0119207317073171
1030	0.00856626829268293
1032	0.0065380243902439
1034	0.00588663414634146
1036	0.00594278048780488
1038	0.00610907317073171
1040	0.00605792682926829
1042	0.00559129268292683
1044	0.00506153658536585
1046	0.0047239512195122
1048	0.00436870731707317
1050	0.004199
1052	0.00438146341463415
1054	0.00438790243902439
1056	0.00410541463414634
1058	0.00403134146341463
1060	0.00410531707317073
1062	0.00407429268292683
1064	0.00421912195121951
1066	0.00453507317073171
1068	0.00454982926829268
1070	0.00469117073170732
1072	0.00574151219512195
1074	0.00730965853658537
1076	0.00934287804878049
1078	0.0128530731707317
1080	0.0176651463414634
1082	0.0216535853658537
1084	0.0234492926829268
1086	0.0231761219512195
1088	0.0209967073170732
1090	0.0172731463414634
1092	0.0127974146341463
1094	0.00879736585365854
1096	0.00616378048780488
1098	0.00460678048780488
1100	0.00364048780487805
1102	0.00334378048780488
1104	0.00375851219512195
1106	0.00408319512195122
1108	0.00386941463414634
1110	0.00378360975609756
1112	0.00411443902439024
1114	0.00427543902439024
1116	0.00383558536585366
1118	0.00357563414634146
1120	0.00406146341463415
1122	0.00470019512195122
1124	0.00488814634146341
1126	0.00478392682926829
1128	0.00485921951219512
1130	0.00523363414634146
1132	0.00579982926829268
1134	0.00615119512195122
1136	0.00615475609756098
1138	0.0063720243902439
1140	0.00765990243902439
1142	0.0107036097560976
1144	0.0169243414634146
1146	0.0288052926829268
1148	0.0488210731707317
1150	0.0731679024390244
1152	0.0902449024390244
1154	0.0919527317073171
1156	0.0809380731707317
1158	0.0657383902439024
1160	0.0532451219512195
1162	0.0478922926829268
1164	0.0495661951219512
1166	0.0528147073170732
1168	0.0535335853658537
1170	0.0530307804878049
1172	0.0560908292682927
1174	0.064189487804878
1176	0.074653
1178	0.0836196585365854
1180	0.0876165609756098
1182	0.0842322195121951
1184	0.0739246341463415
1186	0.0595713902439024
1188	0.0441730487804878
1190	0.030175512195122
1192	0.0199202195121951
1194	0.014035756097561
1196	0.0106539512195122
1198	0.00827
