wavenumber	intensity
600	0.0380969696969697
602	0.0370949393939394
604	0.0169352424242424
606	0.0053709696969697
608	0.0129268787878788
610	0.0289479393939394
612	0.0372098787878788
614	0.0327835151515152
616	0.0202339090909091
618	0.0181265454545455
620	0.0285750909090909
622	0.0292219393939394
624	0.0198638181818182
626	0.0232088484848485
628	0.0361503636363636
630	0.0379043939393939
632	0.0328268787878788
634	0.0343328484848485
636	0.0426327272727273
638	0.054654696969697
640	0.0611707878787879
642	0.0576610303030303
644	0.0551572727272727
646	0.06367
648	0.0756148787878788
650	0.0796424848484849
652	0.0834679090909091
654	0.0984386060606061
656	0.117109151515152
658	0.128553787878788
660	0.138930545454545
662	0.15603196969697
664	0.172170333333333
666	0.179548181818182
668	0.174233454545455
670	0.153726212121212
672	0.125769575757576
674	0.103033848484848
676	0.0868700909090909
678	0.0660359090909091
680	0.0473458181818182
682	0.0500796363636364
684	0.0581305757575758
686	0.042301303030303
688	0.0155819393939394
690	0.0149180606060606
692	0.0386971515151515
694	0.0594646666666667
696	0.0651630303030303
698	0.0603634545454545
700	0.0586383939393939
702	0.0603705151515151
704	0.0555857575757576
706	0.0472443636363636
708	0.0403677575757576
710	0.0240429696969697
712	0.00588490909090909
714	0.00945118181818182
716	0.0253478787878788
718	0.0273760303030303
720	0.0202469090909091
722	0.0181517878787879
724	0.0212353333333333
726	0.0310365454545455
728	0.0379920606060606
730	0.0334201515151515
732	0.0307919696969697
734	0.0391177272727273
736	0.0461600606060606
738	0.0471063636363636
740	0.0489281818181818
742	0.0484905454545455
744	0.0409542424242424
746	0.030384
748	0.0228177575757576
750	0.0258072121212121
752	0.0347967878787879
754	0.03565
756	0.0370743333333333
758	0.0518699393939394
760	0.0634995757575758
762	0.0586654545454545
764	0.0551409696969697
766	0.0639080909090909
768	0.0717265151515152
770	0.0737120909090909
772	0.0746891515151515
774	0.073970696969697
776	0.0676483333333333
778	0.0541237272727273
780	0.040681
782	0.0367176666666667
784	0.0382241515151515
786	0.0376585454545455
788	0.0385402727272727
790	0.0458613939393939
792	0.0539737575757576
794	0.058275696969697
796	0.0627081818181818
798	0.0684280909090909
800	0.0717610606060606
802	0.0736102121212121
804	0.0787717575757576
806	0.0870881515151515
808	0.093680303030303
810	0.0953102121212121
812	0.0867797575757576
814	0.071299303030303
816	0.0645881212121212
818	0.0675631818181818
820	0.0672056060606061
822	0.0642697272727273
824	0.0677719696969697
826	0.0745641212121212
828	0.0832008484848485
830	0.100140666666667
832	0.128836757575758
834	0.173187818181818
836	0.229744121212121
838	0.284100393939394
840	0.326931666666667
842	0.364080333333333
844	0.399517878787879
846	0.423480575757576
848	0.423031242424242
850	0.39444096969697
852	0.351379090909091
854	0.314313060606061
856	0.297335212121212
858	0.294844333333333
860	0.294037454545455
862	0.290413393939394
864	0.292460121212121
866	0.301230818181818
868	0.301550272727273
870	0.281476242424242
872	0.248286939393939
874	0.221081484848485
876	0.200586242424242
878	0.178610666666667
880	0.163651181818182
882	0.162781848484848
884	0.161922121212121
886	0.150693242424242
888	0.141617363636364
890	0.142796363636364
892	0.146163272727273
894	0.144435333333333
896	0.136691272727273
898	0.135544818181818
900	0.150109606060606
902	0.170835151515152
904	0.182878818181818
906	0.184345757575758
908	0.178978666666667
910	0.172102
912	0.17057696969697
914	0.172468181818182
916	0.166498090909091
918	0.151643636363636
920	0.143708363636364
922	0.149825515151515
924	0.156115181818182
926	0.141130878787879
928	0.115442909090909
930	0.106822
932	0.119867515151515
934	0.129189818181818
936	0.119295939393939
938	0.108848181818182
940	0.110515333333333
942	0.113844787878788
944	0.105982757575758
946	0.0935798484848485
948	0.0861602121212121
950	0.0841837272727273
952	0.0847774848484849
954	0.0840081515151515
956	0.0848040909090909
958	0.0873981515151515
960	0.0822040606060606
962	0.0712690909090909
964	0.069735696969697
966	0.0809438787878788
968	0.0922108484848485
970	0.0971343333333333
972	0.0955298181818182
