0	1224	397	1260	423
1	1203	413	1225	429
2	1171	424	1209	450
3	1122	451	1151	477
4	1103	464	1125	488
5	1034	491	1063	518
6	931	548	960	570
7	897	564	936	585
8	873	575	898	601
9	834	593	876	620
10	794	620	825	642
11	724	646	755	670
12	677	674	703	693
13	595	717	621	738
14	415	779	483	822
15	358	817	416	845
16	326	845	360	865
17	287	852	328	878
18	243	870	289	895
19	187	900	217	920
