0	166	0	240	83
1	250	89	282	138
2	225	115	245	137
3	228	124	255	155
4	294	225	317	259
5	352	347	374	377
6	393	421	415	448
7	411	440	430	466
8	487	563	511	587
9	546	648	571	676
10	567	666	600	706
11	595	701	621	729
12	625	731	651	754
13	651	769	681	796
14	683	806	708	827
15	700	827	736	857
16	729	848	763	885
17	759	878	789	909
18	792	911	821	931
19	812	931	843	960
20	836	957	866	971
21	846	968	873	996
22	870	985	900	1021
