0	1252	220	1280	245
1	1205	237	1234	254
2	1175	250	1200	268
3	1019	306	1062	330
4	970	319	1023	347
5	927	344	960	365
6	902	347	931	364
7	919	362	934	386
8	829	374	863	395
9	614	471	643	488
10	571	485	605	508
11	279	612	311	631
12	142	616	160	634
13	225	629	264	655
14	199	646	234	670
15	49	721	78	736
16	21	732	56	752
