0	0	159	29	182
1	41	173	80	197
2	31	183	62	209
3	241	261	282	286
4	277	277	307	297
5	307	292	330	309
6	320	309	360	330
7	530	402	561	433
8	559	410	591	433
9	594	424	619	445
10	686	470	714	489
11	714	478	748	512
12	744	489	778	513
13	710	501	732	515
14	796	523	818	540
15	901	567	934	589
16	930	578	964	601
17	958	597	996	623
18	995	606	1027	632
