0	1265	105	1280	121
1	1233	507	1270	523
2	1103	511	1140	531
3	1079	513	1108	529
4	1135	516	1177	531
5	774	517	811	537
6	851	521	901	538
7	728	527	778	544
8	674	530	715	550
9	606	531	645	547
10	542	540	581	558
11	578	539	617	557
12	436	544	484	562
13	351	550	407	570
14	403	551	443	567
15	288	556	354	576
16	123	578	157	602
17	151	578	193	593
18	73	581	104	595
19	31	591	80	608
