400.000000	-0.002433
402.000000	-0.000459
404.000000	-0.009957
406.000000	-0.014044
408.000000	0.000163
410.000000	0.003014
412.000000	-0.010926
414.000000	-0.018772
416.000000	-0.018058
418.000000	-0.014489
420.000000	-0.013702
422.000000	-0.013549
424.000000	-0.008379
426.000000	-0.000937
428.000000	0.002945
430.000000	-0.002358
432.000000	-0.009512
434.000000	-0.009208
436.000000	-0.004246
438.000000	-0.000759
440.000000	-0.004231
442.000000	-0.009767
444.000000	-0.009833
446.000000	0.000103
448.000000	0.007496
450.000000	-0.002263
452.000000	-0.013133
454.000000	-0.017082
456.000000	-0.022163
458.000000	-0.024750
460.000000	-0.020686
462.000000	-0.016844
464.000000	-0.017568
466.000000	-0.021548
468.000000	-0.017178
470.000000	-0.007680
472.000000	-0.017066
474.000000	-0.021960
476.000000	-0.009939
478.000000	0.002082
480.000000	-0.019981
482.000000	-0.023159
484.000000	-0.012869
486.000000	-0.004037
488.000000	0.001011
490.000000	0.004184
492.000000	0.007605
494.000000	0.008322
496.000000	0.007067
498.000000	0.007956
500.000000	0.004106
502.000000	-0.005215
504.000000	-0.002293
506.000000	0.007106
508.000000	0.006183
510.000000	0.002139
512.000000	0.001179
514.000000	0.001169
516.000000	-0.003741
518.000000	-0.014004
520.000000	-0.016873
522.000000	-0.013847
524.000000	-0.013181
526.000000	-0.004124
528.000000	0.009903
530.000000	0.006779
532.000000	0.001443
534.000000	0.008959
536.000000	0.008950
538.000000	0.000346
540.000000	-0.003811
542.000000	-0.006984
544.000000	-0.008429
546.000000	0.000978
548.000000	0.013034
550.000000	0.014750
552.000000	0.001097
554.000000	-0.017535
556.000000	-0.024784
558.000000	-0.023016
560.000000	-0.016043
562.000000	-0.005416
564.000000	-0.003661
566.000000	-0.012140
568.000000	-0.002512
570.000000	0.009866
572.000000	-0.004593
574.000000	-0.005914
576.000000	0.008489
578.000000	-0.007875
580.000000	-0.019276
582.000000	0.001039
584.000000	0.003665
586.000000	-0.006498
588.000000	0.000282
590.000000	0.002347
592.000000	-0.003885
594.000000	0.001584
596.000000	0.003734
598.000000	-0.006522
600.000000	-0.009584
602.000000	-0.008435
604.000000	-0.014429
606.000000	-0.021942
608.000000	-0.020770
610.000000	-0.005915
612.000000	-0.003343
614.000000	-0.021803
616.000000	-0.035168
618.000000	-0.036135
620.000000	-0.027774
622.000000	-0.013910
624.000000	-0.002359
626.000000	-0.001229
628.000000	-0.008280
630.000000	-0.015860
632.000000	-0.015446
634.000000	-0.014532
636.000000	-0.019438
638.000000	-0.023098
640.000000	-0.014996
642.000000	0.007491
644.000000	0.010170
646.000000	0.012849
648.000000	0.015529
650.000000	-0.001013
652.000000	-0.023589
654.000000	-0.030071
656.000000	-0.020860
658.000000	-0.008444
660.000000	-0.006649
662.000000	-0.008221
664.000000	0.000484
666.000000	0.006363
668.000000	0.008300
670.000000	0.018132
672.000000	0.021503
